MFCC_mean_1,MFCC_mean_2,MFCC_mean_3,MFCC_mean_4,MFCC_mean_5,MFCC_mean_6,MFCC_mean_7,MFCC_mean_8,MFCC_mean_9,MFCC_mean_10,MFCC_mean_11,MFCC_mean_12,MFCC_mean_13,MFCC_std_1,MFCC_std_2,MFCC_std_3,MFCC_std_4,MFCC_std_5,MFCC_std_6,MFCC_std_7,MFCC_std_8,MFCC_std_9,MFCC_std_10,MFCC_std_11,MFCC_std_12,MFCC_std_13,F0_mean,F0_std,label,gender,filename,speaker
-0.956699045625307,-0.036739574932419,1.0453343100182433,-0.06190131437012,0.5905615611709789,0.1987549029324027,0.4040421796406112,0.6290955692881247,0.367392622070481,-0.0495923852735611,-0.5015273624841449,-0.437511454848916,-0.3168644732566221,1.7789597839252644,0.5266145902954342,0.3884494302011195,0.0714273563243804,0.7126334964024553,0.9766682521895024,-0.1491680426139046,0.44524439854395,0.4625024843944994,0.1429023761157203,1.453865664909456,2.271287956925046,-0.1960017880593317,0.7126760306395714,-0.4143279476589401, lie  , F     , trial_lie_001_speakerF_segment01.wav  ,lie_001
0.2672278209806442,-0.1710993497642972,1.1448060831176894,0.4790556770058549,-1.1400290153399733,-1.168619804700957,-0.5706145608645429,-0.9608919965167092,-0.5029914130953913,-0.6719407844391428,-0.2552854594054756,-0.5411110578761358,-1.0134432645230675,-0.3414940545973193,1.8137478010361676,1.2268853909032271,1.8888274966504552,0.078191437292996,1.780110790458828,0.5211562218892798,2.039845076721634,0.349027546316901,1.784986207339752,1.0413287032097875,0.9215694347561936,-0.2493101015608025,0.9592342907237532,-0.1273301617216575, lie  , F     , trial_lie_002_speakerF_segment01.wav  ,lie_002
0.2168206374452248,0.5972681930748402,1.1199609210926968,0.000874754620374,-1.046281865538947,-0.7388536499038115,0.0506699019478232,0.2369879059562973,0.1380440760312464,-0.4723998088750238,-0.0435812469380079,-0.1874999214204963,-0.1639923213516673,-0.3863582528660774,1.4018710170028674,1.4181506161133972,1.3459743922589558,1.6263133141504702,1.1186787030162495,0.6498662982669849,2.236416229729614,1.4405590172875151,2.210793739026085,0.9287153828765284,1.9198776606863612,0.3958092363159373,0.6839873703820096,1.2378117605634775, lie  , F     , trial_lie_002_speakerF_segment02.wav  ,lie_002
0.227312827070652,-0.0647483116500274,0.577188986158175,0.1533939144353577,-1.0415238427180389,-1.2653134081216857,-0.9739944550349936,-0.6793292729440144,-0.1437717493201522,-0.7514804634227212,-0.3891145317800545,-0.5095290169199743,-1.117812188107837,-0.361935756271374,1.8928939816526933,1.7960258240927889,1.2967848994991795,-0.1293548864088298,1.4444005663623511,0.940880487950724,1.5321110742845778,0.4956542606945707,1.172215301788367,0.4309225251634987,1.1976606367900666,0.5966802436936367,0.8217397140139238,1.1937954198790712, lie  , F     , trial_lie_002_speakerF_segment03.wav  ,lie_002
0.332781392446735,-0.2007198819391251,0.5623569244771472,-0.0995160536501276,-1.1694498717926192,-1.0899549224575356,-0.4986366318243428,-0.6554225674408091,-0.8026143546807848,-0.836840634292055,-0.3857508089641349,-0.31130223503801,-1.021493782847057,-0.3445006357630891,1.473749044055513,1.4903414887315465,1.1510574833716127,0.7160028794381292,1.4961069011406718,0.5143366895973662,0.7910709251872986,0.0532590181347789,1.246943856936529,-0.6441306472163101,0.9221388846301722,-0.1920769824529886,0.9881608912142416,-0.3312829062356988, lie  , F     , trial_lie_002_speakerF_segment04.wav  ,lie_002
0.1868594012333788,-0.1097882568109649,0.4912550942591665,-0.2835814706957826,-1.1595391671527082,-0.9394955755016938,-0.2466014980500483,-0.5774520535744652,-0.0116372321101834,-0.1942083104385069,0.1339268653036708,-0.3081171577155401,-0.8004589479446057,-0.3224777162116611,1.6995653987775126,1.4446520935534484,1.8397833943844208,1.932140154893079,1.182713213247908,-0.0613339960631076,0.9419748614478052,0.0958922513181388,1.1158348549131178,0.3359590148991651,1.291101519399976,0.675688485580423,1.141197256114217,0.1844874232744199, lie  , F     , trial_lie_002_speakerF_segment05.wav  ,lie_002
0.2011313854294923,0.2528934727722677,1.2730488644313849,-0.0228514140025959,-1.0402202298392835,-1.157836414825845,-0.7256782310054307,-0.6194542759783834,-0.5101249232324897,-1.1904130546989056,-0.7335158800660841,-0.6795770604684467,-0.9662508923426744,-0.3685981132926669,1.828439629745467,1.2803006768211789,0.7611724248638494,1.24231461078025,0.7409438002583774,-0.8930675624667529,0.9908481995351583,-0.3700761715761625,1.549937406685593,-0.5892162701793064,0.9671598385818488,-0.3911265383687177,0.5744914522587496,0.7849683769657285, lie  , F     , trial_lie_002_speakerF_segment06.wav  ,lie_002
0.283535185154431,0.4678412303289979,0.6300845298184783,-0.1441743034069642,-1.1281874244576486,-0.924073113630471,-0.2628511978965397,-0.2844219139841695,-0.250302238883633,-1.2498068655828285,-0.7658026342759009,-1.0247760655370215,-1.0512405784447327,-0.3932283330934314,1.3376019698108377,2.3045562461610256,0.4634927427442187,0.5034164787133075,0.7277465476397058,-0.3746746609085305,2.0440775438820684,0.0276077735944922,1.2240890064638994,-0.0819044794238306,1.0398508227231895,0.1246647926764689,0.8464976813989012,-0.6174242345175736, lie  , F     , trial_lie_002_speakerF_segment07.wav  ,lie_002
0.2866121771497509,0.1566093072320735,1.4762438635693869,0.1205849010930463,-1.3048344672922971,-1.5223625600547983,-0.7152822626528025,-0.1550448541594105,-0.3712337552812573,-1.109983670605167,-0.6780474363938859,-0.487628345907856,-0.9165787324473827,-0.445419530893994,1.6178480018413393,1.5455064074206342,1.3830083488633511,0.5704264929734896,0.633049719997738,0.1286589484149601,1.602967467713491,-0.5360392938033527,1.6698807548622585,-0.2270410001193906,0.8235118440486887,-0.4557216680527668,0.8013294985955841,0.8445133139527456, lie  , F     , trial_lie_002_speakerF_segment08.wav  ,lie_002
0.1549546906733675,0.2110542228064698,1.4457752513365505,0.2456207801949232,-1.0239045174999308,-1.313230717868401,-0.5630305388643626,-0.3493996802586379,-0.4482981854617953,-1.0999053116523394,-0.7439548311111469,-0.6312938565939462,-0.968913042978178,-0.3968924456073887,1.416392594076897,1.346933123989399,0.850443166164316,0.5652282598036368,0.7880831835544762,0.1274235096867244,1.499053884152692,-0.6585407608036031,1.735627301918322,-0.0385022352170235,1.7154384819959236,-0.1770627366435864,0.6185998102502676,0.8071460840141695, lie  , F     , trial_lie_002_speakerF_segment09.wav  ,lie_002
