MFCC_mean_1          ,MFCC_mean_2          ,MFCC_mean_3           ,MFCC_mean_4          ,MFCC_mean_5           ,MFCC_mean_6           ,MFCC_mean_7          ,MFCC_mean_8           ,MFCC_mean_9          ,MFCC_mean_10         ,MFCC_mean_11         ,MFCC_mean_12         ,MFCC_mean_13         ,MFCC_std_1          ,MFCC_std_2           ,MFCC_std_3            ,MFCC_std_4            ,MFCC_std_5           ,MFCC_std_6           ,MFCC_std_7           ,MFCC_std_8           ,MFCC_std_9           ,MFCC_std_10          ,MFCC_std_11           ,MFCC_std_12           ,MFCC_std_13           ,F0_mean              ,F0_std                ,label,gender
0.338056237,-0.30021101,0.887412212,0.8079662,0.533931546,0.365899181,-0.172378611,0.676678044,0.122226263,0.549069629,-0.018547155,-0.18485155,-0.227977637,-0.563931227,-0.355537546,-1.19834524,-0.660438752,-1.289477914,-0.6003231,-0.588780446,-0.858623838,-0.353487027,-0.584818359,-0.454340635,-0.597479242,-0.535788365,0.295383904,0.955136708, lie  , F     
0.371691556,-0.64832362,-0.166839102,0.051357232,0.506243377,0.609482892,-0.176811934,0.639088664,0.443711923,0.46507584,-0.315316611,-0.57549652,-0.150630915,-0.495663714,-0.656099362,0.298530294,-0.048232584,-1.932143442,0.581253065,-0.24712625,-0.84235863,-0.895791895,-0.406530296,0.439872174,-0.061306435,-0.237214257,0.331173615,1.148263533, lie  , F     
0.468489269,-0.574826925,0.218726788,0.485488681,0.101172752,0.410903478,0.003489066,-0.038005936,-0.308969729,0.387682632,-0.147689417,-0.152102708,-0.07744461,-0.527337364,0.313250047,-0.251128772,0.413525103,-0.832030549,0.35710959,-0.154737394,-0.235547907,0.087389025,-1.366366525,-0.330789689,0.366799317,-0.52726005,0.975746627,0.31608696, lie  , F     
0.305599803,-0.36272248,0.071054094,0.304327761,0.165537901,0.234593502,-0.499502379,0.380825752,0.025204202,-0.018181895,-0.481468855,-0.660501062,-0.763549321,-0.55598755,-0.012499436,-0.869055707,-0.242269642,-1.282082997,-1.041040014,-0.210800191,-0.977030856,-0.909667257,-0.587209587,-0.878584935,-0.00092087,-1.214311909,0.992345897,0.338809459, lie  , F     
0.438612432,-0.366245999,0.925456879,0.938786654,0.862247282,0.69415206,0.111378858,0.895439161,0.31935511,0.321921812,-0.566830888,-0.613712271,-0.018004569,-0.561876719,-0.472659907,-1.028893637,-0.419971212,-1.022276351,-0.337971661,-0.42787297,-1.065499354,-0.293844606,-0.423698785,-0.314040885,0.11937318,-0.332482212,0.561722584,-1.136688216, lie  , F     
-0.508947912,-0.533570168,-0.055470582,-0.009565366,0.633159558,1.0492562,0.748149879,1.125275311,0.582418815,0.703323658,-0.034197429,0.099471686,0.316133169,1.441031901,-0.928536744,-0.086591311,-0.7438976,-0.871938502,-0.429725419,-1.260546268,-1.672776208,-1.132273195,-0.288225262,0.161065879,0.399766741,-0.059767796,0.938163753,-0.024466549, lie  , F     
0.46960187,-0.232444115,0.874384712,0.874984717,1.134909148,1.080356096,0.601571998,0.967979199,0.346540772,0.407283105,-0.143728204,-0.310743294,0.119791217,-0.600713158,-1.147629088,-1.098690106,-0.718888512,-1.743236269,-0.894797227,-1.08968921,-1.671287237,-1.039354256,-0.690524418,-0.358900807,-0.14889944,-0.539851617,0.617265866,-0.919189524, lie  , F     
0.478173092,-0.214796812,0.1924366,0.274342466,0.522363958,0.919460605,0.026736902,0.391877371,-0.064720872,0.296317874,-0.404010654,-0.83978308,-0.16267656,-0.513885009,-0.564030744,0.074472854,-0.044645723,-1.546343506,0.106481646,-0.165222932,-0.482171918,-0.606256815,-1.213873261,-0.205994486,0.36110737,-0.725568333,0.675477067,1.702096121, lie  , F     
0.336080427,-0.316680355,0.06695872,0.278087155,0.814051942,1.033727982,0.11549276,0.727743756,0.307706613,0.219209185,-0.694887471,-0.608436818,0.567458463,-0.553938396,-0.367628956,-0.565166275,-0.505084763,-1.820555899,-0.475533635,-0.35244069,-0.66753864,-0.73311857,-0.882186057,-0.516850967,0.036657961,-0.572172209,0.088372467,2.968222772, lie  , F     
0.417656789,-0.180169549,0.325626266,0.407594201,0.594527925,0.714529796,-0.272603454,0.48394913,0.31798607,0.351259965,-0.384437035,-0.969534791,-0.211299879,-0.459970502,-0.270564669,-0.264692968,-0.352491758,-0.592234536,0.224729838,-0.152649465,-0.199151257,-0.223051414,-0.046889851,0.250051939,-0.465610171,-1.135068486,0.712140735,-1.02899992, lie  , F     
0.346338593,-0.320247606,0.136687528,0.163412795,0.707306195,1.121967559,0.5091995,1.142861713,0.453101719,0.349555567,-0.264745468,-0.233042475,0.370640704,-0.511854666,-0.145606998,-0.848516415,-0.921754517,-1.079008794,0.003051548,0.383328563,-0.834123027,-0.599655701,-0.622407745,0.834383343,1.160334758,0.389663912,0.287868537,1.743273231, lie  , F     
-0.253738078,-0.444480809,0.192429209,0.233187697,0.87641488,1.065041533,0.346603607,0.964317434,0.554943201,0.650450843,-0.115940384,0.046867659,0.605550961,1.074273378,0.125407245,-0.454098648,-0.800481519,-1.466422543,-0.938571241,0.512894266,-1.277519767,-0.722533507,-0.881341239,-0.046717335,0.810853061,-0.720796535,0.40247834,1.927871252, lie  , F     
0.227830582,-1.070078341,-0.043225494,-0.017828245,0.102121902,0.28520866,-0.18115042,0.303422484,-0.324255831,-0.16532683,-0.521815539,-0.300370297,0.162717267,-0.388798548,-0.641849814,0.073152938,-0.437084311,-0.376394709,0.958789701,0.680402698,-1.004269874,-1.244237322,-0.246519343,0.392005863,-0.149145211,-0.861751177,1.367658791,0.63229161, lie  , F     
0.435333468,-0.654977174,0.484871968,0.533243691,0.185380659,0.232687788,-0.035990997,0.301881148,-0.342913667,0.093929612,-0.136514866,0.080865027,0.500252815,-0.480183849,-0.34471689,-0.591791852,-0.177750699,-0.890750837,0.42007788,0.129123007,-0.871516643,0.041163633,-0.967940875,-0.462696936,0.255245709,0.050881792,1.00948015,-0.106122078, lie  , F     
-0.105866284,-0.547481735,0.261262216,0.395346724,0.361958291,0.741697249,0.337232212,0.520131613,-0.054330061,0.20591762,0.048006614,0.157926245,0.483524764,0.917266413,0.094511504,-0.784311584,-0.627653566,-0.781101091,-0.653668285,-0.081666813,-0.997968131,-0.476102997,-0.357582209,-0.221091753,-0.66853362,-1.39596814,0.927837431,0.727027856, lie  , F     
0.101712397,-0.019449764,0.918488386,1.33171867,1.382090618,1.236120497,0.529689356,1.16665018,-0.222023877,-0.210077653,-0.680976502,-0.819202925,-0.38669804,0.89886338,-1.013439532,-1.065216482,-0.517886489,-1.927259163,-1.14066011,-0.791545656,-1.962676416,-0.351776182,-0.326983326,-0.302782566,-0.759467783,-0.63352434,0.898000268,-0.562983994, lie  , F     
0.344039514,-0.446836665,0.129035647,0.045959642,0.166973614,0.745356915,0.544959082,0.962093419,-0.021888714,0.220479307,-0.54190553,-0.70263557,-0.16035644,-0.552736577,-0.542186954,-0.287014418,-0.223279344,-0.708654686,-0.506424773,-0.106925063,-0.671895209,-0.447228826,-0.467997906,-0.561230713,-0.001549002,-0.298801936,0.664611232,0.440915138, lie  , F     
0.283897696,-0.774663649,-0.410279944,-0.21347639,0.264783253,0.799897095,0.494007195,0.68305289,0.023346802,-0.11531672,-0.747265843,-0.904274123,-0.240846017,-0.447299762,-0.300215479,-0.389654586,-0.344701309,-0.476744715,0.357333716,-0.730858759,-0.398040678,-0.235542352,-0.168231551,-0.112654982,-0.501021161,-0.897755651,0.935291911,-0.066570937, lie  , F     
0.589723335,-0.55546702,-0.838725359,-0.953447799,-1.353646858,-1.604861517,-1.370922569,-1.726712157,-1.437131616,-1.021964833,-1.216587472,-1.49098143,-1.41411954,-0.589061683,-0.219203215,-0.42150633,-0.285505623,-0.858486642,0.067499968,-1.099630486,-0.654338002,0.0930254,-0.037161226,-0.033287557,0.09334122,0.059860012,1.453945857,-0.437841021, lie  , F     
-0.212094275,-0.533080612,-1.025545217,-1.101643241,-1.171038325,-1.027187586,-0.816061768,-1.338641188,-1.297907718,-0.933320647,-0.994878989,-0.284333427,-0.032728064,1.239788372,-0.275076608,-0.515776893,-0.214019427,1.189846008,1.344281968,0.498253496,0.948317743,1.43359003,-0.047963943,0.113956016,0.26934121,0.700289038,0.749021173,0.535673709, lie  , F     
0.297353167,0.111181797,-0.469449961,-0.689934309,-1.486561233,-1.900311176,-1.497029715,-1.445240095,-1.26837215,-1.558314957,-1.262093778,-0.473023309,0.506248453,-0.509855807,0.556892,0.050955053,-0.100425897,0.600443881,0.388256856,-0.315715813,-0.231260786,0.833920776,0.738256716,0.212575594,-0.396201642,1.68332921,0.766363197,-0.304557372, lie  , F     
0.431170861,-0.064732347,-0.989457939,-1.06265766,-1.295652638,-1.494319126,-1.238533037,-0.770955753,-0.625487204,-1.595378202,-1.698118481,-0.633847066,0.984240061,-0.521277976,-0.349032249,0.127150096,-0.978035065,-0.407151185,0.101621916,-0.55098874,-0.63521168,1.834191821,0.540533722,0.142901171,-0.635473837,1.605719468,0.789969782,0.223507258, lie  , F     
0.427820749,-0.447471887,-0.983780545,-1.100184128,-1.285144139,-1.497974793,-1.231711121,-0.930575492,-0.846606832,-1.669202273,-1.615727221,-0.815964349,0.570488957,-0.553203497,-0.147933925,-0.603705128,-0.552677908,-0.465868592,0.096234244,-0.437803866,0.129406181,-0.131062162,-0.415865646,0.29855232,-1.043689159,1.451478809,0.583585268,-0.732030444, lie  , F     
-0.564360681,0.041441267,-0.876547935,-0.912959859,-0.618961258,-0.771892593,-0.751309919,-0.758139383,-0.876656663,-1.463315653,-1.28911481,-0.544106472,0.914153778,1.296459285,-1.184198551,-0.28407638,-0.779005575,0.488119489,0.327811664,-0.018548237,0.685278995,0.232455604,0.561462806,2.153788185,-0.416270501,0.881336927,0.754490523,-0.424097312, lie  , F     
0.47546387,-0.293919867,-1.616544775,-1.446638069,-1.79552202,-1.529423611,-0.769516023,-0.339235377,-0.826183689,-2.199868785,-2.015343072,-1.045126469,0.500203413,-0.531085941,-0.281408469,-0.255802947,-0.564599175,-0.420125846,-0.404524655,-0.335996143,0.445202956,0.746949463,-0.490198955,0.523749942,-0.166719625,1.684906134,0.64933946,-0.110355681, lie  , F     
0.521215055,-0.221347447,-1.996359481,-1.727010746,-1.57346674,-1.382123062,-1.439493296,-0.708136508,-0.220247217,-1.671116129,-1.915013274,-1.559036463,0.203454621,-0.550685356,-0.447809219,-0.117279767,-1.081139486,-0.58638041,-0.844919139,0.174412284,0.128179335,1.742499114,0.666260292,0.341156027,0.381069165,1.213311665,0.617814439,0.911390216, lie  , F     
0.446859332,-0.294002906,-1.556353153,-1.467263022,-1.484731146,-1.245655687,-1.026488487,-0.793133331,-0.781462231,-2.138972026,-2.095584225,-0.885278603,1.082891799,-0.587403268,0.175041853,-0.38320001,-0.501762987,0.078783552,0.086795405,-1.248406395,1.096905577,1.556923163,0.244579923,0.570802123,-0.538715949,1.411713739,0.416135314,-0.055650262, lie  , F     
0.382407968,-0.349454625,-0.911067989,-1.118350796,-0.957788977,-0.996668202,-0.827195236,-1.036206654,-1.718501889,-1.983881647,-1.513121489,-0.60523254,0.607393096,-0.489843568,-1.076987981,-0.210527061,-0.620485393,-1.256799392,0.365451812,-1.070560752,-1.365141636,0.647637552,0.012412132,-0.699442741,-1.488374083,-0.07925006,0.481384272,-0.726578183, lie  , F     
0.047487034,-0.273799205,-1.010307472,-1.169464167,-0.958300499,-1.307374569,-1.153032819,-0.591437089,-0.496179618,-1.697423177,-1.595335227,-0.76395481,0.987688031,0.591284204,-0.60922832,-0.497054297,-1.072939362,-0.079555159,-0.338848482,-0.64915234,0.523784371,0.384217834,0.498719485,1.216683314,-0.340338501,1.990234296,0.696022061,-0.240643133, lie  , F     
0.506205439,-0.192149652,-1.305962985,-1.393694109,-1.212406425,-1.446575892,-1.43243359,-1.360656328,-1.050195485,-1.933769746,-1.782100924,-0.766746163,1.175960163,-0.526004594,-0.069884453,-0.416725648,-1.349541112,0.234210172,-0.218605467,-1.373720867,0.476704458,2.230537135,0.274473477,0.997291654,0.155264028,2.034552322,0.818473606,-0.398544179, lie  , F     
0.45089639,-0.383122794,-0.846797047,-1.116348123,-1.330233307,-1.749797894,-1.360947727,-1.058357956,-1.287209606,-1.412406832,-1.779275013,-0.975491185,0.42608626,-0.529741455,-0.737960355,-0.490947211,-0.273024209,-0.833391154,-0.499001758,-1.094092255,0.227355824,0.009756857,-0.554132939,0.378444949,0.044091818,1.351221193,0.443145027,-0.884602132, lie  , F     
0.444841851,-0.287926776,-1.235582366,-1.328998952,-1.343370288,-1.480779571,-1.126478101,-1.105733664,-1.420347843,-1.942840479,-1.828202403,-0.673274918,0.945065852,-0.557723875,-0.55380327,-0.278628013,-1.280061158,0.598596274,-0.495802759,-0.923184193,0.218947297,0.28341058,0.654108298,-0.083659553,0.509961619,2.084346458,0.42347028,-0.882659276, lie  , F     
0.508818596,-0.648450566,-0.487710722,-0.936528172,-1.222059058,-1.666856894,-1.566087262,-1.503754198,-0.905216364,-1.076047201,-1.238408084,-0.759657853,0.008458494,-0.531663149,-0.090012674,-0.182037857,-0.298695853,0.051427703,-0.315707043,-0.074128113,-0.636539306,0.79008542,-0.859504586,-0.901701376,-0.602813222,0.231173276,0.58837929,-0.606355831, lie  , F     
0.452936278,-0.315191795,-0.852719415,-1.238646834,-1.413335552,-1.464002755,-0.857285664,-1.189348953,-1.570207151,-1.916271704,-1.677291809,-0.88097202,0.22369984,-0.598855955,-0.615718472,-0.334058878,-0.546148562,-0.392259633,-0.087476589,-0.854585728,0.466690748,0.487574696,-0.252287839,-0.006890086,-0.678465393,0.609318098,0.494777372,-0.716417677, lie  , F     
-3.18638832,-0.101798577,0.01102012,0.023837489,0.725785331,0.059647466,0.670317047,0.520296786,0.042344702,-0.184432776,0.066107829,1.009977469,1.467394015,2.395636278,-1.551403536,-2.229792233,-1.640877755,0.916202956,1.151902802,-0.171180996,-0.032954767,0.390213527,1.433996173,1.657326923,-1.680365035,-0.483997064,0.509126505,-0.821672031, lie  , F     
0.509611923,-0.832585314,-1.115531281,-1.090412039,-1.487351223,-1.475845753,-1.506018429,-0.892265996,-0.506945042,-1.656543748,-1.470522488,-0.570776086,0.185770981,-0.529800287,0.110828524,-0.371402487,-0.358179676,-0.39583254,0.394628405,-0.482843108,-0.004961545,0.918611338,0.859799829,0.67200628,0.54913471,1.964260354,0.974363723,-0.174813563, lie  , F     
0.577875521,-0.699828532,-1.235281531,-1.103638834,-1.41952192,-1.579123232,-1.220393966,-0.623091309,-0.621540656,-1.607565298,-1.771106076,-1.254856073,-0.034181586,-0.569631953,-0.95353541,0.60555132,0.208406878,-0.540182981,0.688988316,-1.304033991,1.044066275,0.327171067,-0.106926125,-0.146979744,-0.128071668,0.599201289,0.613392414,-0.515321165, lie  , F     
0.366798257,-0.536808896,-1.336617744,-1.357479453,-1.324987036,-1.383579848,-1.390807858,-1.479940013,-0.844263925,-1.199273136,-1.436859533,-0.817847382,0.58050588,-0.543731282,0.17085947,0.255973568,-0.35028629,-0.351493152,-0.179449413,0.786865009,0.078100425,1.08996669,0.59884412,1.029930937,-0.038294052,1.656001653,0.494177579,0.912468992, lie  , F     
0.435138998,-0.518675551,-0.993850958,-0.929017336,-1.364548051,-1.830872456,-1.4573842,-1.02240098,-0.856851942,-1.600023745,-1.517400453,-0.757903359,0.539968803,-0.542623729,-0.594105209,-0.779819992,-0.848930952,-0.342702297,-0.079749623,-0.333330481,-0.827961292,1.438314282,0.375072488,0.390675212,-0.776117741,1.152842818,0.620720199,-0.526819187, lie  , F     
-2.129056422,-0.181342179,-0.402542187,-0.519397036,0.025775627,-0.068185583,0.304611072,0.183920135,0.042715786,-0.474513339,-0.349304945,0.549839372,0.916297376,2.365323466,-0.734895428,-1.121134963,-0.466442358,2.058909291,1.083725118,0.390593692,1.442734767,1.348623564,1.334417543,2.386788677,-0.444015854,-0.244312344,0.544177318,-0.503840204, lie  , F     
0.480377246,-0.697846155,-1.208193764,-1.408263014,-1.736436035,-1.538203944,-0.935807401,-0.889041419,-0.751839732,-1.370122101,-1.504431629,-0.892280161,0.10240573,-0.588678779,0.177745468,0.503347628,-0.355439382,0.373814229,-0.023667249,-0.610066884,0.415471356,1.130486195,0.511785309,0.724843154,0.354140157,1.919715927,0.641894856,-0.263158889, lie  , F     
0.422856639,-0.477477424,-1.130081486,-1.426560198,-1.31523939,-1.488574813,-0.988143909,-0.952650391,-1.244825356,-1.829110877,-1.431382364,-0.482054411,0.93982069,-0.527313621,-0.035587015,0.34475864,-0.143561653,0.217952288,0.297547521,-0.685253257,-0.531987706,0.031630962,0.189005414,0.289306036,-1.306970957,1.054738062,0.483088718,-0.161496338, lie  , F     
0.533279885,-0.683272855,-1.386923836,-1.309970868,-1.310096842,-1.239122799,-1.220134049,-1.327281239,-1.197827864,-1.715658301,-1.769713823,-1.016475619,0.554754823,-0.588704538,-0.040036806,-0.136754119,-0.443412873,-0.469608566,0.695734442,-0.472915737,-0.781946836,-0.603416476,-0.117881716,0.230231961,-0.01921607,1.33744254,0.385847247,-0.719017791, lie  , F     
0.342601804,-0.830282805,-0.951817181,-1.348640616,-0.964208108,-1.328338076,-1.245901352,-1.399319485,-1.460719202,-1.932167474,-1.583629876,-0.687288667,0.766264571,-0.554986306,-0.470346748,-0.253361621,-0.430326105,-0.65617693,0.291411899,-1.073832641,-0.843291829,-0.60439643,0.073150605,0.523083099,-1.054557742,0.901396416,0.464133281,0.727939891, lie  , F     
-0.652364633,-0.329910203,-1.380059722,-0.865417431,-1.072057763,-0.992558872,-0.646742335,-0.239568364,-0.380578594,-1.145437856,-1.181945727,-0.416711762,0.574635329,1.690849001,-0.525110435,-0.078339301,0.149728719,2.132873974,1.314301163,0.700720567,1.283035928,1.714758927,0.542414137,2.234578098,0.228375656,0.684162817,0.671770018,-0.093097188, lie  , F     
0.506135683,-0.863547363,-1.66817997,-1.645593581,-1.344932124,-1.149546763,-0.610674779,-0.531938945,-0.853443228,-1.559200437,-1.70246687,-0.810871532,0.704619502,-0.555907661,-0.553798264,0.718072325,-0.665776786,-0.674395528,0.592849562,-0.053418395,-0.4023702,0.716076912,1.18774882,0.004041862,0.45498299,2.523706543,0.728299268,-0.324079983, lie  , F     
